Date,Time,Temp,Salinity,pH,Saturation State,Upwelling Index,,,,,,,,,,,,,,,,,
6/13/2009,9:30,11.53,32.67,7.866,1.461,5.556,,,,,,,,,,,,,,,,,
6/13/2009,9:45,11.57,32.64,7.861,1.446,5.098,,,,,,,,,,,,,,,,,
6/13/2009,10:00,11.61,32.65,7.866,1.461,4.640,,,,,,,,,,,,,,,,,
6/13/2009,10:15,11.67,32.67,7.875,1.490,4.181,,,,,,,,,,,,,,,,,
6/13/2009,10:30,11.73,32.72,7.894,1.549,3.723,,,,,,,,,,,,,,,,,
6/13/2009,10:45,11.81,32.69,7.904,1.579,3.265,,,,,,,,,,,,,,,,,
6/13/2009,11:00,11.84,32.68,7.904,1.579,2.806,,,,,,,,,,,,,,,,,
6/13/2009,11:15,11.91,32.7,7.913,1.610,2.348,,,,,,,,,,,,,,,,,
6/13/2009,11:30,11.98,32.69,7.913,1.610,1.890,,,,,,,,,,,,,,,,,
6/13/2009,11:45,12.05,32.69,7.918,1.625,1.431,,,,,,,,,,,,,,,,,
6/13/2009,12:00,12.12,32.69,7.927,1.657,1.002,,,,,,,,,,,,,,,,,
6/13/2009,12:15,12.16,32.72,7.918,1.625,1.044,,,,,,,,,,,,,,,,,
6/13/2009,12:30,12.17,32.71,7.913,1.609,1.086,,,,,,,,,,,,,,,,,
6/13/2009,12:45,12.19,32.73,7.917,1.625,1.127,,,,,,,,,,,,,,,,,
6/13/2009,13:00,12.21,32.72,7.932,1.673,1.169,,,,,,,,,,,,,,,,,
6/13/2009,13:15,12.22,32.72,7.941,1.705,1.211,,,,,,,,,,,,,,,,,
6/13/2009,13:30,12.2,32.73,7.917,1.625,1.252,,,,,,,,,,,,,,,,,
6/13/2009,13:45,12.23,32.7,7.922,1.641,1.294,,,,,,,,,,,,,,,,,
6/13/2009,14:00,12.32,32.69,7.922,1.640,1.336,,,,,,,,,,,,,,,,,
6/13/2009,14:15,12.39,32.69,7.936,1.688,1.377,,,,,,,,,,,,,,,,,
6/13/2009,14:30,12.47,32.67,7.951,1.738,1.419,,,,,,,,,,,,,,,,,
6/13/2009,14:45,12.58,32.65,7.960,1.771,1.461,,,,,,,,,,,,,,,,,
6/13/2009,15:00,12.63,32.63,7.965,1.788,1.502,,,,,,,,,,,,,,,,,
6/13/2009,15:15,12.62,32.65,7.960,1.771,1.544,,,,,,,,,,,,,,,,,
6/13/2009,15:30,12.71,32.6,7.974,1.822,1.586,,,,,,,,,,,,,,,,,
6/13/2009,15:45,12.56,32.63,7.960,1.771,1.627,,,,,,,,,,,,,,,,,
6/13/2009,16:00,12.53,32.6,7.960,1.771,1.669,,,,,,,,,,,,,,,,,
6/13/2009,17:15,12.39,32.59,7.936,1.689,1.877,,,,,,,,,,,,,,,,,
6/13/2009,17:30,12.37,32.58,7.936,1.689,1.919,,,,,,,,,,,,,,,,,
6/13/2009,17:45,12.43,32.56,7.936,1.688,1.961,,,,,,,,,,,,,,,,,
6/13/2009,18:00,12.52,32.54,7.946,1.721,2.002,,,,,,,,,,,,,,,,,
6/13/2009,18:15,12.72,32.48,7.979,1.840,2.044,,,,,,,,,,,,,,,,,
6/13/2009,18:30,12.83,32.48,7.946,1.720,2.086,,,,,,,,,,,,,,,,,
6/13/2009,18:45,12.81,32.54,7.946,1.720,2.127,,,,,,,,,,,,,,,,,
6/13/2009,19:00,12.91,32.5,7.950,1.737,2.169,,,,,,,,,,,,,,,,,
6/13/2009,19:15,12.9,32.52,7.950,1.737,2.211,,,,,,,,,,,,,,,,,
6/13/2009,19:30,12.9,32.51,7.955,1.753,2.252,,,,,,,,,,,,,,,,,
6/13/2009,19:45,12.88,32.52,7.955,1.753,2.294,,,,,,,,,,,,,,,,,
6/13/2009,20:00,12.8,32.54,7.946,1.720,2.336,,,,,,,,,,,,,,,,,
6/13/2009,20:15,12.75,32.55,7.941,1.704,2.377,,,,,,,,,,,,,,,,,
6/13/2009,20:30,12.7,32.56,7.936,1.688,2.419,,,,,,,,,,,,,,,,,
6/13/2009,20:45,12.64,32.57,7.927,1.655,2.461,,,,,,,,,,,,,,,,,
6/13/2009,21:00,12.55,32.61,7.927,1.656,2.502,,,,,,,,,,,,,,,,,
6/13/2009,21:15,12.49,32.6,7.917,1.624,2.544,,,,,,,,,,,,,,,,,
6/13/2009,21:30,12.45,32.61,7.913,1.608,2.586,,,,,,,,,,,,,,,,,
6/13/2009,21:45,12.43,32.61,7.908,1.593,2.627,,,,,,,,,,,,,,,,,
6/13/2009,22:00,12.4,32.62,7.903,1.578,2.669,,,,,,,,,,,,,,,,,
6/13/2009,22:15,12.39,32.61,7.894,1.547,2.711,,,,,,,,,,,,,,,,,
6/13/2009,22:30,12.4,32.6,7.889,1.532,2.752,,,,,,,,,,,,,,,,,
6/13/2009,22:45,12.36,32.61,7.875,1.488,2.794,,,,,,,,,,,,,,,,,
6/13/2009,23:00,12.37,32.6,7.875,1.488,2.836,,,,,,,,,,,,,,,,,
6/13/2009,23:15,12.38,32.6,7.860,1.444,2.877,,,,,,,,,,,,,,,,,
6/13/2009,23:30,12.39,32.6,7.860,1.444,2.919,,,,,,,,,,,,,,,,,
6/13/2009,23:45,12.38,32.61,7.856,1.430,2.961,,,,,,,,,,,,,,,,,
6/14/2009,0:00,12.39,32.6,7.846,1.402,2.993,,,,,,,,,,,,,,,,,
6/14/2009,0:15,12.4,32.6,7.841,1.388,2.868,,,,,,,,,,,,,,,,,
6/14/2009,0:30,12.39,32.6,7.832,1.361,2.743,,,,,,,,,,,,,,,,,
6/14/2009,0:45,12.39,32.6,7.818,1.320,2.618,,,,,,,,,,,,,,,,,
6/14/2009,1:00,12.39,32.6,7.808,1.294,2.493,,,,,,,,,,,,,,,,,
6/14/2009,1:15,12.38,32.6,7.803,1.281,2.368,,,,,,,,,,,,,,,,,
6/14/2009,1:30,12.37,32.6,7.799,1.268,2.243,,,,,,,,,,,,,,,,,
6/14/2009,1:45,12.36,32.6,7.794,1.255,2.118,,,,,,,,,,,,,,,,,
6/14/2009,2:00,12.34,32.59,7.794,1.255,1.993,,,,,,,,,,,,,,,,,
6/14/2009,2:15,12.34,32.59,7.784,1.230,1.868,,,,,,,,,,,,,,,,,
6/14/2009,2:30,12.33,32.59,7.789,1.243,1.743,,,,,,,,,,,,,,,,,
6/14/2009,2:45,12.33,32.59,7.780,1.218,1.618,,,,,,,,,,,,,,,,,
6/14/2009,3:00,12.33,32.59,7.780,1.218,1.493,,,,,,,,,,,,,,,,,
6/14/2009,3:15,12.33,32.59,7.775,1.205,1.368,,,,,,,,,,,,,,,,,
6/14/2009,3:30,12.33,32.59,7.770,1.193,1.243,,,,,,,,,,,,,,,,,
6/14/2009,3:45,12.34,32.59,7.770,1.193,1.118,,,,,,,,,,,,,,,,,
6/14/2009,4:00,12.34,32.59,7.770,1.193,0.993,,,,,,,,,,,,,,,,,
6/14/2009,4:15,12.34,32.59,7.765,1.181,0.868,,,,,,,,,,,,,,,,,
6/14/2009,4:30,12.33,32.59,7.761,1.169,0.743,,,,,,,,,,,,,,,,,
6/14/2009,4:45,12.34,32.59,7.761,1.169,0.618,,,,,,,,,,,,,,,,,
6/14/2009,5:00,12.34,32.59,7.751,1.145,0.493,,,,,,,,,,,,,,,,,
6/14/2009,5:15,12.34,32.58,7.751,1.145,0.368,,,,,,,,,,,,,,,,,
6/14/2009,5:30,12.34,32.58,7.746,1.133,0.243,,,,,,,,,,,,,,,,,
6/14/2009,5:45,12.34,32.59,7.756,1.157,0.118,,,,,,,,,,,,,,,,,
6/14/2009,6:00,12.35,32.58,7.780,1.218,0.000,,,,,,,,,,,,,,,,,
6/14/2009,6:15,12.35,32.59,7.789,1.243,0.000,,,,,,,,,,,,,,,,,
6/14/2009,6:30,12.37,32.59,7.799,1.268,0.000,,,,,,,,,,,,,,,,,
6/14/2009,6:45,12.38,32.59,7.794,1.255,0.000,,,,,,,,,,,,,,,,,
6/14/2009,7:00,12.39,32.6,7.799,1.268,0.000,,,,,,,,,,,,,,,,,
6/14/2009,7:15,12.44,32.59,7.803,1.281,0.000,,,,,,,,,,,,,,,,,
6/14/2009,7:30,12.43,32.61,7.784,1.230,0.000,,,,,,,,,,,,,,,,,
6/14/2009,7:45,12.45,32.61,7.779,1.217,0.000,,,,,,,,,,,,,,,,,
6/14/2009,8:00,12.46,32.62,7.775,1.205,0.000,,,,,,,,,,,,,,,,,
6/14/2009,8:15,12.45,32.62,7.794,1.255,0.000,,,,,,,,,,,,,,,,,
6/14/2009,8:30,12.37,32.63,7.794,1.255,0.000,,,,,,,,,,,,,,,,,
6/14/2009,8:45,12.4,32.58,7.798,1.268,0.000,,,,,,,,,,,,,,,,,
6/14/2009,9:00,12.29,32.6,7.851,1.416,0.000,,,,,,,,,,,,,,,,,
6/14/2009,9:15,12.25,32.6,7.865,1.459,0.000,,,,,,,,,,,,,,,,,
6/14/2009,9:30,12.34,32.66,7.879,1.502,0.000,,,,,,,,,,,,,,,,,
6/14/2009,11:00,12.75,32.65,7.879,1.501,0.000,,,,,,,,,,,,,,,,,
6/14/2009,11:15,12.81,32.68,7.879,1.501,0.000,,,,,,,,,,,,,,,,,
6/14/2009,11:30,12.88,32.68,7.888,1.531,0.000,,,,,,,,,,,,,,,,,
6/14/2009,11:45,12.95,32.67,7.888,1.530,0.000,,,,,,,,,,,,,,,,,
6/14/2009,12:00,13.02,32.66,7.898,1.560,0.005,,,,,,,,,,,,,,,,,
6/14/2009,12:15,13.06,32.68,7.902,1.576,0.088,,,,,,,,,,,,,,,,,
6/14/2009,12:30,13.09,32.67,7.912,1.607,0.171,,,,,,,,,,,,,,,,,
6/14/2009,12:45,13.1,32.67,7.907,1.591,0.255,,,,,,,,,,,,,,,,,
6/14/2009,13:00,13.11,32.65,7.907,1.591,0.338,,,,,,,,,,,,,,,,,
6/14/2009,13:15,13.15,32.65,7.912,1.606,0.421,,,,,,,,,,,,,,,,,
6/14/2009,13:30,13.05,32.65,7.917,1.622,0.505,,,,,,,,,,,,,,,,,
6/14/2009,13:45,12.97,32.64,7.922,1.638,0.588,,,,,,,,,,,,,,,,,
6/14/2009,14:00,12.94,32.62,7.926,1.654,0.672,,,,,,,,,,,,,,,,,
6/14/2009,14:15,12.88,32.62,7.931,1.671,0.755,,,,,,,,,,,,,,,,,
6/14/2009,14:30,12.92,32.6,7.926,1.655,0.838,,,,,,,,,,,,,,,,,
6/14/2009,14:45,13.06,32.56,7.912,1.607,0.922,,,,,,,,,,,,,,,,,
6/14/2009,15:00,13.12,32.57,7.936,1.686,1.005,,,,,,,,,,,,,,,,,
6/14/2009,15:15,13.14,32.59,7.926,1.654,1.088,,,,,,,,,,,,,,,,,
6/14/2009,15:30,13.2,32.57,7.940,1.702,1.171,,,,,,,,,,,,,,,,,
6/14/2009,15:45,13.23,32.57,7.936,1.686,1.255,,,,,,,,,,,,,,,,,
6/14/2009,16:00,13.26,32.55,7.940,1.702,1.338,,,,,,,,,,,,,,,,,
6/14/2009,16:15,13.21,32.54,7.931,1.670,1.422,,,,,,,,,,,,,,,,,
6/14/2009,16:30,13.17,32.54,7.940,1.703,1.505,,,,,,,,,,,,,,,,,
6/14/2009,16:45,13.16,32.53,7.950,1.736,1.588,,,,,,,,,,,,,,,,,
6/14/2009,17:00,13.18,32.52,7.959,1.769,1.672,,,,,,,,,,,,,,,,,
6/14/2009,17:15,13.14,32.55,7.955,1.753,1.755,,,,,,,,,,,,,,,,,
6/14/2009,17:30,13.09,32.53,7.936,1.686,1.838,,,,,,,,,,,,,,,,,
6/14/2009,17:45,13.01,32.53,7.922,1.638,1.921,,,,,,,,,,,,,,,,,
6/14/2009,18:00,12.97,32.51,7.917,1.623,2.032,,,,,,,,,,,,,,,,,
6/14/2009,18:15,12.95,32.51,7.903,1.576,2.574,,,,,,,,,,,,,,,,,
6/14/2009,18:30,13.01,32.49,7.912,1.607,3.115,,,,,,,,,,,,,,,,,
6/14/2009,18:45,13.09,32.47,7.931,1.670,3.657,,,,,,,,,,,,,,,,,
6/14/2009,19:00,13.2,32.48,7.931,1.670,4.199,,,,,,,,,,,,,,,,,
6/14/2009,19:15,13.29,32.53,7.945,1.719,4.740,,,,,,,,,,,,,,,,,
6/14/2009,19:30,13.34,32.47,7.950,1.735,5.282,,,,,,,,,,,,,,,,,
6/14/2009,19:45,13.21,32.52,7.917,1.622,5.824,,,,,,,,,,,,,,,,,
6/14/2009,20:00,13.04,32.47,7.917,1.623,6.365,,,,,,,,,,,,,,,,,
6/14/2009,20:15,12.97,32.42,7.936,1.687,6.907,,,,,,,,,,,,,,,,,
6/14/2009,20:30,12.89,32.4,7.955,1.754,7.449,,,,,,,,,,,,,,,,,
6/14/2009,20:45,12.78,32.4,7.955,1.754,7.990,,,,,,,,,,,,,,,,,
6/14/2009,21:00,12.69,32.4,7.946,1.721,8.531,,,,,,,,,,,,,,,,,
6/14/2009,21:15,12.64,32.42,7.946,1.721,9.074,,,,,,,,,,,,,,,,,
6/14/2009,21:30,12.56,32.42,7.941,1.705,9.615,,,,,,,,,,,,,,,,,
6/14/2009,21:45,12.5,32.43,7.941,1.705,10.157,,,,,,,,,,,,,,,,,
6/14/2009,22:00,12.46,32.45,7.932,1.672,10.699,,,,,,,,,,,,,,,,,
6/14/2009,22:15,12.45,32.43,7.927,1.656,11.240,,,,,,,,,,,,,,,,,
6/14/2009,22:30,12.46,32.43,7.922,1.640,11.782,,,,,,,,,,,,,,,,,
6/14/2009,22:45,12.47,32.42,7.917,1.624,12.324,,,,,,,,,,,,,,,,,
6/14/2009,23:00,12.48,32.42,7.903,1.578,12.865,,,,,,,,,,,,,,,,,
6/14/2009,23:15,12.49,32.43,7.898,1.562,13.407,,,,,,,,,,,,,,,,,
6/14/2009,23:30,12.52,32.42,7.889,1.532,13.949,,,,,,,,,,,,,,,,,
6/14/2009,23:45,12.52,32.42,7.898,1.562,14.490,,,,,,,,,,,,,,,,,
6/15/2009,0:00,12.52,32.43,7.884,1.517,14.971,,,,,,,,,,,,,,,,,
6/15/2009,0:15,12.52,32.43,7.879,1.502,14.471,,,,,,,,,,,,,,,,,
6/15/2009,0:30,12.52,32.44,7.870,1.473,13.971,,,,,,,,,,,,,,,,,
6/15/2009,0:45,12.53,32.43,7.870,1.473,13.471,,,,,,,,,,,,,,,,,
6/15/2009,1:00,12.54,32.43,7.870,1.473,12.971,,,,,,,,,,,,,,,,,
6/15/2009,1:15,12.54,32.43,7.860,1.444,12.471,,,,,,,,,,,,,,,,,
6/15/2009,1:30,12.55,32.43,7.855,1.430,11.971,,,,,,,,,,,,,,,,,
6/15/2009,1:45,12.54,32.43,7.846,1.402,11.471,,,,,,,,,,,,,,,,,
6/15/2009,2:00,12.54,32.43,7.832,1.360,10.971,,,,,,,,,,,,,,,,,
6/15/2009,2:15,12.53,32.43,7.822,1.333,10.471,,,,,,,,,,,,,,,,,
6/15/2009,2:30,12.53,32.42,7.817,1.320,9.971,,,,,,,,,,,,,,,,,
6/15/2009,2:45,12.53,32.42,7.813,1.307,9.471,,,,,,,,,,,,,,,,,
6/15/2009,3:00,12.51,32.43,7.798,1.268,8.971,,,,,,,,,,,,,,,,,
6/15/2009,3:15,12.51,32.43,7.803,1.281,8.471,,,,,,,,,,,,,,,,,
6/15/2009,3:30,12.49,32.43,7.808,1.294,7.971,,,,,,,,,,,,,,,,,
6/15/2009,3:45,12.5,32.43,7.803,1.281,7.471,,,,,,,,,,,,,,,,,
6/15/2009,4:00,12.49,32.43,7.808,1.294,6.971,,,,,,,,,,,,,,,,,
6/15/2009,4:15,12.49,32.42,7.789,1.243,6.471,,,,,,,,,,,,,,,,,
6/15/2009,4:30,12.49,32.43,7.770,1.193,5.971,,,,,,,,,,,,,,,,,
6/15/2009,4:45,12.49,32.43,7.770,1.193,5.471,,,,,,,,,,,,,,,,,
6/15/2009,5:00,12.51,32.42,7.779,1.218,4.971,,,,,,,,,,,,,,,,,
6/15/2009,5:15,12.5,32.43,7.779,1.218,4.471,,,,,,,,,,,,,,,,,
6/15/2009,5:30,12.52,32.42,7.775,1.205,3.971,,,,,,,,,,,,,,,,,
6/15/2009,5:45,12.53,32.42,7.779,1.217,3.471,,,,,,,,,,,,,,,,,
6/15/2009,6:00,12.53,32.42,7.770,1.193,2.993,,,,,,,,,,,,,,,,,
6/15/2009,6:15,12.55,32.42,7.765,1.181,2.868,,,,,,,,,,,,,,,,,
6/15/2009,6:30,12.56,32.42,7.765,1.181,2.743,,,,,,,,,,,,,,,,,
6/15/2009,6:45,12.55,32.43,7.770,1.193,2.618,,,,,,,,,,,,,,,,,
6/15/2009,7:00,12.58,32.43,7.775,1.205,2.493,,,,,,,,,,,,,,,,,
6/15/2009,7:15,12.6,32.43,7.798,1.268,2.368,,,,,,,,,,,,,,,,,
6/15/2009,7:30,12.6,32.44,7.808,1.294,2.243,,,,,,,,,,,,,,,,,
6/15/2009,7:45,12.64,32.43,7.851,1.415,2.118,,,,,,,,,,,,,,,,,
6/15/2009,8:00,12.64,32.43,7.855,1.430,1.993,,,,,,,,,,,,,,,,,
6/15/2009,8:15,12.65,32.43,7.841,1.388,1.868,,,,,,,,,,,,,,,,,
6/15/2009,8:30,12.65,32.45,7.836,1.374,1.743,,,,,,,,,,,,,,,,,
6/15/2009,8:45,12.7,32.46,7.832,1.360,1.618,,,,,,,,,,,,,,,,,
6/15/2009,9:00,12.72,32.47,7.846,1.401,1.493,,,,,,,,,,,,,,,,,
6/15/2009,9:15,12.73,32.47,7.841,1.387,1.368,,,,,,,,,,,,,,,,,
6/15/2009,9:30,12.76,32.47,7.836,1.373,1.243,,,,,,,,,,,,,,,,,
6/15/2009,9:45,12.74,32.45,7.827,1.346,1.118,,,,,,,,,,,,,,,,,
6/15/2009,10:00,12.77,32.46,7.831,1.360,0.993,,,,,,,,,,,,,,,,,
6/15/2009,10:15,12.85,32.47,7.850,1.415,0.868,,,,,,,,,,,,,,,,,
6/15/2009,10:30,12.86,32.45,7.841,1.387,0.743,,,,,,,,,,,,,,,,,
6/15/2009,10:45,12.87,32.46,7.841,1.387,0.618,,,,,,,,,,,,,,,,,
6/15/2009,11:00,12.98,32.46,7.860,1.443,0.493,,,,,,,,,,,,,,,,,
6/15/2009,11:15,12.94,32.46,7.855,1.429,0.368,,,,,,,,,,,,,,,,,
6/15/2009,11:30,12.95,32.47,7.869,1.472,0.243,,,,,,,,,,,,,,,,,
6/15/2009,11:45,13.01,32.45,7.879,1.501,0.118,,,,,,,,,,,,,,,,,
6/15/2009,12:00,13.02,32.49,7.884,1.515,-0.002,,,,,,,,,,,,,,,,,
6/15/2009,12:15,13.03,32.49,7.893,1.545,-0.044,,,,,,,,,,,,,,,,,
6/15/2009,12:30,13.04,32.48,7.898,1.561,-0.086,,,,,,,,,,,,,,,,,
6/15/2009,12:45,13.1,32.5,7.912,1.607,-0.127,,,,,,,,,,,,,,,,,
6/15/2009,13:00,13.07,32.5,7.903,1.576,-0.169,,,,,,,,,,,,,,,,,
6/15/2009,13:15,13.07,32.5,7.912,1.607,-0.211,,,,,,,,,,,,,,,,,
6/15/2009,13:30,13.14,32.45,7.907,1.591,-0.252,,,,,,,,,,,,,,,,,
6/15/2009,13:45,13.11,32.49,7.907,1.591,-0.294,,,,,,,,,,,,,,,,,
6/15/2009,14:00,13.15,32.5,7.907,1.591,-0.336,,,,,,,,,,,,,,,,,
6/15/2009,14:15,13.11,32.45,7.888,1.530,-0.377,,,,,,,,,,,,,,,,,
6/15/2009,14:30,13.08,32.42,7.884,1.515,-0.419,,,,,,,,,,,,,,,,,
6/15/2009,14:45,13.03,32.43,7.879,1.501,-0.461,,,,,,,,,,,,,,,,,
6/15/2009,15:00,13.02,32.43,7.879,1.501,-0.502,,,,,,,,,,,,,,,,,
6/15/2009,15:15,13.02,32.45,7.855,1.428,-0.544,,,,,,,,,,,,,,,,,
6/15/2009,15:30,13.04,32.44,7.869,1.471,-0.586,,,,,,,,,,,,,,,,,
6/15/2009,15:45,13.08,32.42,7.874,1.486,-0.627,,,,,,,,,,,,,,,,,
6/15/2009,16:00,13.11,32.44,7.874,1.486,-0.669,,,,,,,,,,,,,,,,,
6/15/2009,16:15,13.11,32.43,7.893,1.545,-0.711,,,,,,,,,,,,,,,,,
6/15/2009,16:30,13.13,32.44,7.912,1.607,-0.752,,,,,,,,,,,,,,,,,
6/15/2009,16:45,13.12,32.44,7.917,1.622,-0.794,,,,,,,,,,,,,,,,,
6/15/2009,17:00,13.17,32.37,7.936,1.686,-0.836,,,,,,,,,,,,,,,,,
6/15/2009,17:15,13.12,32.37,7.898,1.561,-0.877,,,,,,,,,,,,,,,,,
6/15/2009,17:30,13.06,32.4,7.888,1.530,-0.919,,,,,,,,,,,,,,,,,
6/15/2009,17:45,13.11,32.37,7.893,1.545,-0.961,,,,,,,,,,,,,,,,,
6/15/2009,18:00,13.08,32.39,7.884,1.515,-0.995,,,,,,,,,,,,,,,,,
6/15/2009,18:15,13.1,32.38,7.893,1.545,-0.912,,,,,,,,,,,,,,,,,
6/15/2009,18:30,13.08,32.38,7.874,1.486,-0.828,,,,,,,,,,,,,,,,,
6/15/2009,18:45,13.12,32.36,7.869,1.471,-0.745,,,,,,,,,,,,,,,,,
6/15/2009,19:00,13.36,32.26,7.869,1.471,-0.662,,,,,,,,,,,,,,,,,
6/15/2009,19:15,13.37,32.3,7.955,1.752,-0.579,,,,,,,,,,,,,,,,,
6/15/2009,19:30,13.17,32.21,7.960,1.770,-0.495,,,,,,,,,,,,,,,,,
6/15/2009,19:45,12.88,32.24,7.965,1.788,-0.412,,,,,,,,,,,,,,,,,
6/15/2009,20:00,12.79,32.26,7.965,1.788,-0.328,,,,,,,,,,,,,,,,,
6/15/2009,20:15,12.66,32.26,7.960,1.771,-0.245,,,,,,,,,,,,,,,,,
6/15/2009,20:30,12.67,32.25,7.955,1.754,-0.162,,,,,,,,,,,,,,,,,
6/15/2009,20:45,12.71,32.26,7.955,1.754,-0.078,,,,,,,,,,,,,,,,,
6/15/2009,21:00,12.71,32.25,7.950,1.738,0.005,,,,,,,,,,,,,,,,,
6/15/2009,21:15,12.51,32.29,7.960,1.772,0.088,,,,,,,,,,,,,,,,,
6/15/2009,21:30,12.25,32.33,7.960,1.773,0.171,,,,,,,,,,,,,,,,,
6/15/2009,21:45,12.03,32.36,7.956,1.756,0.255,,,,,,,,,,,,,,,,,
6/15/2009,22:00,11.9,32.39,7.946,1.723,0.338,,,,,,,,,,,,,,,,,
6/15/2009,22:15,11.87,32.39,7.946,1.723,0.422,,,,,,,,,,,,,,,,,
6/15/2009,22:30,11.85,32.38,7.946,1.723,0.505,,,,,,,,,,,,,,,,,
6/15/2009,22:45,11.82,32.4,7.942,1.707,0.588,,,,,,,,,,,,,,,,,
6/15/2009,23:00,11.78,32.39,7.937,1.691,0.672,,,,,,,,,,,,,,,,,
6/15/2009,23:15,11.76,32.39,7.928,1.658,0.755,,,,,,,,,,,,,,,,,
6/15/2009,23:30,11.78,32.38,7.928,1.658,0.838,,,,,,,,,,,,,,,,,
6/15/2009,23:45,11.82,32.38,7.923,1.642,0.922,,,,,,,,,,,,,,,,,
6/16/2009,0:00,11.87,32.36,7.913,1.611,0.995,,,,,,,,,,,,,,,,,
6/16/2009,0:15,11.82,32.39,7.904,1.580,0.912,,,,,,,,,,,,,,,,,
6/16/2009,0:30,11.86,32.38,7.899,1.564,0.828,,,,,,,,,,,,,,,,,
6/16/2009,0:45,11.88,32.38,7.894,1.549,0.745,,,,,,,,,,,,,,,,,
6/16/2009,1:00,11.9,32.39,7.889,1.534,0.662,,,,,,,,,,,,,,,,,
6/16/2009,1:15,11.89,32.39,7.889,1.534,0.578,,,,,,,,,,,,,,,,,
6/16/2009,1:30,11.9,32.38,7.880,1.504,0.495,,,,,,,,,,,,,,,,,
6/16/2009,1:45,11.91,32.39,7.875,1.489,0.412,,,,,,,,,,,,,,,,,
6/16/2009,2:00,11.92,32.39,7.866,1.460,0.328,,,,,,,,,,,,,,,,,
6/16/2009,2:15,11.93,32.39,7.851,1.417,0.245,,,,,,,,,,,,,,,,,
6/16/2009,2:30,11.93,32.39,7.847,1.403,0.162,,,,,,,,,,,,,,,,,
6/16/2009,2:45,11.94,32.38,7.842,1.389,0.078,,,,,,,,,,,,,,,,,
6/16/2009,3:00,11.95,32.38,7.837,1.376,-0.005,,,,,,,,,,,,,,,,,
6/16/2009,3:15,11.94,32.38,7.823,1.335,-0.088,,,,,,,,,,,,,,,,,
6/16/2009,3:30,11.94,32.38,7.809,1.295,-0.172,,,,,,,,,,,,,,,,,
6/16/2009,3:45,11.94,32.38,7.804,1.282,-0.255,,,,,,,,,,,,,,,,,
6/16/2009,4:00,11.93,32.38,7.794,1.257,-0.338,,,,,,,,,,,,,,,,,
6/16/2009,4:15,11.92,32.39,7.785,1.231,-0.422,,,,,,,,,,,,,,,,,
6/16/2009,4:30,11.9,32.39,7.794,1.257,-0.505,,,,,,,,,,,,,,,,,
6/16/2009,4:45,11.87,32.41,7.785,1.232,-0.588,,,,,,,,,,,,,,,,,
6/16/2009,5:00,11.88,32.4,7.780,1.219,-0.672,,,,,,,,,,,,,,,,,
6/16/2009,5:15,11.87,32.4,7.790,1.244,-0.755,,,,,,,,,,,,,,,,,
6/16/2009,5:30,11.89,32.4,7.775,1.207,-0.838,,,,,,,,,,,,,,,,,
6/16/2009,5:45,11.9,32.4,7.766,1.182,-0.922,,,,,,,,,,,,,,,,,
6/16/2009,6:00,11.9,32.41,7.766,1.182,-0.998,,,,,,,,,,,,,,,,,
6/16/2009,6:15,11.93,32.4,7.770,1.194,-0.956,,,,,,,,,,,,,,,,,
6/16/2009,6:30,11.94,32.4,7.775,1.207,-0.914,,,,,,,,,,,,,,,,,
6/16/2009,6:45,11.97,32.4,7.780,1.219,-0.873,,,,,,,,,,,,,,,,,
6/16/2009,7:00,11.98,32.4,7.780,1.219,-0.831,,,,,,,,,,,,,,,,,
6/16/2009,7:15,12,32.39,7.775,1.206,-0.789,,,,,,,,,,,,,,,,,
6/16/2009,7:30,12.01,32.4,7.775,1.206,-0.748,,,,,,,,,,,,,,,,,
6/16/2009,7:45,12.05,32.4,7.789,1.244,-0.706,,,,,,,,,,,,,,,,,
6/16/2009,8:00,12.07,32.4,7.794,1.256,-0.664,,,,,,,,,,,,,,,,,
6/16/2009,8:15,12.11,32.38,7.794,1.256,-0.623,,,,,,,,,,,,,,,,,
6/16/2009,8:30,12.11,32.4,7.804,1.282,-0.581,,,,,,,,,,,,,,,,,
6/16/2009,8:45,12.13,32.41,7.804,1.282,-0.539,,,,,,,,,,,,,,,,,
6/16/2009,9:00,12.15,32.4,7.842,1.389,-0.498,,,,,,,,,,,,,,,,,
6/16/2009,9:15,12.16,32.4,7.861,1.445,-0.456,,,,,,,,,,,,,,,,,
6/16/2009,9:30,12.18,32.4,7.870,1.474,-0.414,,,,,,,,,,,,,,,,,
6/16/2009,9:45,12.19,32.41,7.870,1.474,-0.373,,,,,,,,,,,,,,,,,
6/16/2009,10:00,12.24,32.4,7.851,1.416,-0.331,,,,,,,,,,,,,,,,,
6/16/2009,10:15,12.27,32.41,7.856,1.431,-0.289,,,,,,,,,,,,,,,,,
6/16/2009,10:30,12.28,32.41,7.856,1.430,-0.248,,,,,,,,,,,,,,,,,
6/16/2009,10:45,12.31,32.41,7.860,1.445,-0.206,,,,,,,,,,,,,,,,,
6/16/2009,11:00,12.34,32.42,7.870,1.473,-0.164,,,,,,,,,,,,,,,,,
6/16/2009,11:15,12.4,32.44,7.875,1.488,-0.123,,,,,,,,,,,,,,,,,
6/16/2009,11:30,12.42,32.44,7.879,1.502,-0.081,,,,,,,,,,,,,,,,,
6/16/2009,11:45,12.44,32.44,7.884,1.517,-0.039,,,,,,,,,,,,,,,,,
